Gene,HCC70_D_a,HCC70_J_a,HCC70_JB2_a,HCC70_JB3_a,HCC70_JB6_a,HCC70_B2_a,HCC70_B3_a,HCC70_B6_a,HCC70_D_b,HCC70_J_b,HCC70_JB2_b,HCC70_JB3_b,HCC70_JB6_b,HCC70_B2_b,HCC70_B3_b,HCC70_B6_b
AC003681.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003682.1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC003684.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003685.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003685.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003686.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003687.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003688.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003688.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003956.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003957.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003958.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003958.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003965.1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
AC003965.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC003973.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003973.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003973.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC003975.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003982.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AC003982.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003984.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003985.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003985.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003986.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003986.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003986.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003988.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003989.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003989.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003991.1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AC003991.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AC003992.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004000.1,22,11,5,1,2,6,8,7,17,12,3,5,1,18,13,8
AC004004.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004006.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004009.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004009.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004009.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004012.1,2,1,1,0,0,0,0,1,1,1,0,1,0,2,1,0
AC004014.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004014.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004022.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004022.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004023.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004024.1,3,2,0,0,0,1,1,2,2,4,2,1,0,6,2,1
AC004034.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AC004039.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004052.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004053.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004054.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004057.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC004062.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004063.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004066.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004066.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004067.1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0
AC004069.1,5,1,1,0,0,2,0,2,3,4,0,0,1,4,0,6
AC004069.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004074.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004076.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004076.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC004080.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004080.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004080.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004080.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
AC004080.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004080.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004112.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004129.1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
AC004129.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004130.1,62,51,10,6,3,18,8,4,87,65,10,3,2,39,8,9
AC004134.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004147.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004147.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004147.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004147.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004148.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004148.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004149.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004156.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004158.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004160.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004160.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004217.1,3,1,1,1,0,2,0,3,4,4,2,0,0,1,0,0
AC004217.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC004217.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004221.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AC004223.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC004223.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC004223.3,7,2,6,4,3,13,10,10,15,5,9,6,2,15,16,7
AC004223.4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
AC004224.1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
AC004224.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004231.1,4,1,0,0,0,4,3,2,9,4,0,2,0,5,2,1
AC004231.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AC004232.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004232.2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
AC004232.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AC004233.1,1,1,0,1,0,0,0,1,1,1,0,0,0,3,0,2
AC004233.2,69,42,21,14,8,66,34,33,110,48,17,11,3,86,56,45
AC004233.3,356,791,218,69,39,198,76,40,692,1103,119,43,16,233,75,42
AC004233.4,11,21,10,6,0,4,3,7,14,49,6,4,2,10,7,4
AC004241.1,5,12,15,21,8,4,2,3,5,12,6,10,5,9,9,1
AC004241.2,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0
AC004241.3,11,6,6,2,4,8,3,2,11,15,6,4,1,3,4,9
AC004241.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC004241.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC004253.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004253.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004257.1,6,7,0,2,1,0,3,3,3,6,1,2,0,7,8,5
AC004263.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004263.2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AC004264.1,2,0,0,1,0,1,4,1,2,1,0,0,0,6,2,1
AC004264.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004381.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004381.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004383.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC004386.1,0,1,0,0,1,0,0,0,1,3,0,0,0,0,2,0
AC004386.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004408.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004408.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004415.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004448.1,22,24,29,29,70,18,24,31,20,32,21,22,31,44,30,36
AC004448.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC004448.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004448.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004448.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004449.1,3,0,1,0,1,1,0,1,4,0,0,1,0,1,1,0
AC004453.1,8,12,2,10,16,0,1,13,0,22,17,4,8,14,12,17
AC004453.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
AC004461.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004461.2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
AC004466.1,3,6,3,1,0,2,0,0,3,10,0,0,1,3,0,0
AC004466.2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
AC004466.3,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
AC004467.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004470.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004471.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004471.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
AC004477.1,3,9,2,1,1,1,1,3,7,7,1,0,0,1,1,2
AC004477.2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
AC004477.3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
AC004485.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004486.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004491.1,5,2,0,0,0,3,1,1,2,0,1,0,0,6,1,3
AC004492.1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
AC004494.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
AC004494.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004520.1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
AC004522.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004522.2,1,1,2,1,0,0,0,1,2,2,0,0,0,0,0,0
AC004528.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004528.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004534.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004540.1,12,11,1,0,0,2,1,1,10,14,0,2,0,1,0,0
AC004540.2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AC004542.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004542.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AC004543.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004551.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004552.1,1,9,3,2,1,2,2,0,5,12,0,2,1,3,2,3
AC004554.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004554.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004584.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004584.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004584.3,2,4,0,9,1,1,0,0,0,2,1,0,0,0,4,2
AC004585.1,1,1,1,3,1,1,1,0,1,1,1,0,2,1,3,1
AC004585.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004590.1,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,1
AC004593.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004594.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004596.1,2,2,1,0,0,2,2,0,4,2,1,0,0,1,0,1
AC004597.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004623.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004637.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004656.1,6,4,1,0,1,0,0,0,3,6,0,1,0,0,2,2
AC004672.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004672.2,3,2,1,1,6,1,0,5,1,2,1,2,2,4,4,7
AC004674.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004678.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004678.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC004686.1,0,0,0,1,0,0,0,0,0,1,0,1,0,4,1,1
AC004687.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004690.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004690.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004691.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004691.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004692.1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
AC004692.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004696.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004696.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004702.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC004704.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004706.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004706.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004706.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004706.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004707.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AC004754.1,0,4,0,1,5,0,0,0,1,4,1,1,1,2,0,0
AC004771.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
AC004771.2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0
AC004771.3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2
AC004771.4,1,2,1,1,2,0,0,0,3,12,1,1,0,0,1,0
AC004771.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC004775.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
AC004777.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004784.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AC004790.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004790.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004792.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004801.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC004801.2,3,3,1,2,2,3,0,3,0,2,1,3,0,8,6,2
AC004801.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004801.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004801.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004801.6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1
AC004801.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004803.1,4,3,1,2,0,0,1,1,7,7,0,0,0,1,0,2
AC004805.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004805.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004805.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004808.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004808.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004812.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004812.2,18,46,12,11,5,11,6,9,38,71,16,6,6,13,9,8
AC004815.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AC004816.1,48,44,11,22,23,24,20,26,30,59,21,11,9,43,30,31
AC004816.2,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,2
AC004817.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004817.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004817.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC004817.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004824.1,0,0,0,0,1,0,1,0,0,2,1,1,0,2,1,1
AC004825.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004825.2,2,3,3,1,1,2,0,4,6,6,2,3,3,6,2,5
AC004828.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004830.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004832.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004832.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004832.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004832.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004832.5,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,3
AC004832.6,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
AC004834.1,3,3,0,0,0,2,0,0,2,3,0,0,0,3,1,0
AC004835.1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AC004835.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004836.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004837.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004837.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004837.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004839.1,4,12,1,4,2,4,0,1,6,10,3,3,0,2,0,6
AC004840.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004840.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004846.1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
AC004846.2,4,1,4,2,3,11,7,6,12,8,6,3,1,8,8,7
AC004847.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AC004852.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004852.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004852.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004853.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004853.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004854.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC004854.2,12,15,11,8,15,14,3,5,14,19,5,13,6,16,18,11
AC004858.1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
AC004862.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004865.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004865.2,0,0,0,0,1,1,0,3,1,0,1,1,2,0,0,1
AC004866.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004866.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004869.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004869.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004870.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004870.2,10,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
AC004870.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004870.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004872.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004875.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004877.1,2,1,2,6,1,0,1,1,2,1,0,3,1,1,5,1
AC004877.2,6,8,10,3,5,7,6,6,13,14,3,3,1,8,5,12
AC004882.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004882.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004884.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004884.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004888.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004889.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004890.1,5,0,0,1,1,0,0,3,0,5,1,2,0,3,0,0
AC004890.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004890.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004893.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004893.2,20,6,12,7,8,8,15,17,20,18,5,6,2,12,15,31
AC004895.1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2
AC004898.1,0,1,1,1,0,0,1,1,0,1,2,0,0,2,3,1
AC004899.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004899.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004906.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004908.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004908.2,5,8,3,0,2,1,1,0,6,4,1,2,0,5,4,2
AC004908.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004910.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004911.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004917.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004918.1,262,120,37,29,34,113,55,141,229,170,37,22,7,169,96,101
AC004918.3,13,25,7,3,4,11,3,6,18,15,4,0,1,14,9,7
AC004920.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004921.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004922.1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
AC004923.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004923.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004923.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004923.4,3,1,0,0,1,0,1,2,3,1,0,0,0,4,1,0
AC004924.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004925.1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
AC004930.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004936.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004938.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
AC004941.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004941.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
AC004943.1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
AC004943.2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0
AC004943.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004944.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004945.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004946.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004947.1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
AC004947.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004948.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004951.1,87,110,39,55,57,40,30,47,50,116,65,39,19,78,84,91
AC004951.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
AC004951.3,1,2,1,0,0,0,0,1,0,1,0,0,0,0,2,0
AC004951.4,6,16,8,10,8,7,6,10,10,12,5,5,5,3,6,4
AC004965.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004967.1,12,17,6,11,20,10,13,32,13,25,10,6,3,23,26,37
AC004969.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004972.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004973.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004975.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004975.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004980.1,5,3,7,4,9,6,13,8,6,4,4,2,4,13,8,15
AC004980.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004980.3,0,2,0,2,0,0,0,0,2,0,0,2,0,1,0,1
AC004980.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004982.1,3,1,1,1,1,3,2,1,0,3,1,0,0,0,0,0
AC004982.2,81,35,22,29,9,75,48,44,78,51,27,15,1,100,85,54
AC004986.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004987.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004987.2,3,3,1,2,1,1,0,3,1,2,0,2,0,1,2,1
AC004987.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004987.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004988.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC004990.1,2,0,0,1,0,4,2,4,4,2,0,0,0,6,6,4
AC004994.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
